s_date,e_date,agent,day_type,time_segment,unique_location_ids,avg_distance_from_home_km,avg_speed_kmh,unique_locs,max_stay_duration,transformations,max_distance_from_home,dominent_poi,poi_dict,label
2024-10-19 00:00:00+09:00,2024-11-17 00:00:00+09:00,897169,weekend,0-5.59,1,0.0,0.0,[1117481],221.22,3,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 08:33:10+09:00,897169,weekend,6-8.59,1,0.0,0.0,[1117481],125.93,3,0.0,residential,['residential'],0
2024-10-19 09:00:00+09:00,2024-11-17 13:21:30+09:00,897169,weekend,9-13.59,3,0.16,1.42,[1117481  699702  288819],171.05,4,3.09,residential,['residential' 'unpopulated' 'outdoor_recreation'],0
2024-10-19 14:00:00+09:00,2024-11-17 17:16:40+09:00,897169,weekend,14-17.29,2,0.12,0.26,[1117481  488787],114.68,3,3.55,residential,['residential' 'store'],0
2024-10-19 17:33:10+09:00,2024-11-17 17:30:00+09:00,897169,weekend,17.30-21.29,2,0.69,0.49,[1117481  112286],143.4,4,7.4,residential,['residential' 'office_building'],0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,897169,weekend,21.30-23.59,1,0.0,0.0,[1117481],84.02,3,0.0,residential,['residential'],0
2024-10-16 03:31:50+09:00,2024-11-15 04:16:50+09:00,1090869,weekday,0-5.59,1,0.0,0.0,[3654027],77.31,4,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 08:54:50+09:00,1090869,weekday,6-8.59,3,0.53,0.51,[3654027  164660  542835],48.4,3,1.85,residential,['residential' 'office_building'],0
2024-10-16 09:03:30+09:00,2024-11-15 10:24:50+09:00,1090869,weekday,9-13.59,2,1.23,0.0,[ 164660 3654027],76.06,3,1.85,office_building,['office_building' 'residential'],0
2024-10-16 14:19:20+09:00,2024-11-15 16:23:20+09:00,1090869,weekday,14-17.29,2,1.2,0.09,[ 164660 3654027],42.58,3,1.85,office_building,['office_building' 'residential'],0
2024-10-16 17:30:00+09:00,2024-11-15 18:01:10+09:00,1090869,weekday,17.30-21.29,3,0.27,0.61,[ 164660 3654027  125949],48.41,3,2.53,residential,['office_building' 'residential' 'filling_stations'],0
2024-10-16 21:30:00+09:00,2024-11-15 21:30:00+09:00,1090869,weekday,21.30-23.59,1,0.0,0.0,[3654027],31.26,2,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 00:00:00+09:00,1090869,weekend,0-5.59,1,0.0,0.0,[3654027],133.27,2,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 07:10:20+09:00,1090869,weekend,6-8.59,1,0.0,0.0,[3654027],66.74,2,0.0,residential,['residential'],0
2024-10-19 09:08:40+09:00,2024-11-17 13:36:20+09:00,1090869,weekend,9-13.59,1,0.0,0.0,[3654027],85.93,2,0.0,residential,['residential'],0
2024-10-19 14:00:00+09:00,2024-11-17 14:52:00+09:00,1090869,weekend,14-17.29,2,0.15,1.16,[3654027 1030977],79.06,3,3.06,residential,['residential' 'office_building'],0
2024-10-19 17:30:00+09:00,2024-11-16 17:30:00+09:00,1090869,weekend,17.30-21.29,1,0.0,0.0,[3654027],112.14,2,0.0,residential,['residential'],0
2024-10-19 21:30:00+09:00,2024-11-16 21:30:00+09:00,1090869,weekend,21.30-23.59,1,0.0,0.0,[3654027],59.31,2,0.0,residential,['residential'],0
2024-10-16 00:00:00+09:00,2024-11-15 05:54:50+09:00,1428669,weekday,0-5.59,1,0.0,0.0,[2118975],236.07,4,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 07:32:50+09:00,1428669,weekday,6-8.59,2,5.38,5.06,[2118975 1040958],92.21,3,32.27,residential,['residential' 'store'],0
2024-10-16 09:00:00+09:00,2024-11-15 09:18:20+09:00,1428669,weekday,9-13.59,2,31.78,0.0,[1040958 2118975],154.46,3,32.27,store,['store' 'residential'],0
2024-10-16 14:00:00+09:00,2024-11-15 17:18:50+09:00,1428669,weekday,14-17.29,4,26.05,5.54,[1040958 2118975  244550  141813],144.87,2,32.27,store,['store' 'residential' 'religious'],0
2024-10-16 21:09:00+09:00,2024-11-15 17:30:00+09:00,1428669,weekday,17.30-21.29,4,1.26,0.52,[2118975 1040958  244550  141813],97.08,3,32.27,residential,['residential' 'store' 'religious'],0
2024-10-16 21:30:00+09:00,2024-11-15 23:33:20+09:00,1428669,weekday,21.30-23.59,1,0.0,0.0,[2118975],93.06,3,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 05:29:30+09:00,1428669,weekend,0-5.59,1,0.0,0.0,[2118975],253.72,3,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 06:00:00+09:00,1428669,weekend,6-8.59,2,1.9,2.02,[2118975 1040958],119.48,2,32.27,residential,['residential' 'store'],0
2024-10-19 09:00:00+09:00,2024-11-17 09:00:00+09:00,1428669,weekend,9-13.59,3,15.39,3.99,[1040958 2118975  244550],135.8,4,32.27,store,['store' 'residential'],0
2024-10-19 14:00:00+09:00,2024-11-17 14:00:00+09:00,1428669,weekend,14-17.29,4,6.02,4.6,[1040958 2118975  244550  141813],90.4,3,32.27,store,['store' 'residential' 'religious'],0
2024-10-19 17:30:00+09:00,2024-11-17 20:28:40+09:00,1428669,weekend,17.30-21.29,5,0.75,1.23,[2118975  244550  141813  218003   38689],133.18,3,16.05,residential,['residential' 'store' 'religious' 'food'],0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,1428669,weekend,21.30-23.59,1,0.0,0.0,[2118975],122.22,2,0.0,residential,['residential'],0
2024-10-16 00:00:00+09:00,2024-11-15 03:49:00+09:00,913070,weekday,0-5.59,1,0.0,0.0,[2618616],117.65,5,0.0,residential,['residential'],0
2024-10-16 06:23:10+09:00,2024-11-15 06:49:00+09:00,913070,weekday,6-8.59,4,0.33,1.25,[2618616  210987 1092271  503267],85.35,3,2.77,residential,['residential' 'rail' 'office_building' 'education'],0
2024-10-16 09:09:00+09:00,2024-11-15 13:53:00+09:00,913070,weekday,9-13.59,4,0.98,0.0,[1092271  210987  503267 2618616],92.86,4,2.77,office_building,['office_building' 'rail' 'education' 'residential'],0
2024-10-16 14:00:00+09:00,2024-11-15 16:50:00+09:00,913070,weekday,14-17.29,6,1.43,0.61,[1092271  187290  210987 2618616   39348  503267],45.2,4,20.34,office_building,"['office_building' 'religious' 'rail' 'residential' 'unpopulated'
 'education']",0
2024-10-17 18:11:50+09:00,2024-11-15 17:30:00+09:00,913070,weekday,17.30-21.29,4,0.28,0.22,[2618616 1092271   39348  503267],89.69,4,12.93,residential,['residential' 'office_building' 'unpopulated' 'education'],0
2024-10-17 21:30:00+09:00,2024-11-15 23:45:30+09:00,913070,weekday,21.30-23.59,1,0.0,0.0,[2618616],59.45,3,0.0,residential,['residential'],0
2024-10-20 00:43:40+09:00,2024-11-17 05:40:50+09:00,913070,weekend,0-5.59,1,0.0,0.0,[2618616],155.96,4,0.0,residential,['residential'],0
2024-10-20 06:20:40+09:00,2024-11-17 06:21:40+09:00,913070,weekend,6-8.59,2,0.11,0.15,[2618616 1092271],77.9,3,0.92,residential,['residential' 'office_building'],0
2024-10-19 09:04:30+09:00,2024-11-17 12:57:20+09:00,913070,weekend,9-13.59,3,0.95,0.0,[1092271  210987 2618616],95.52,4,2.77,office_building,['office_building' 'rail' 'residential'],0
2024-10-19 14:12:20+09:00,2024-11-17 16:50:30+09:00,913070,weekend,14-17.29,3,0.67,0.72,[1092271  210987 2618616],53.57,4,2.77,office_building,['office_building' 'rail' 'residential'],0
2024-10-19 21:15:10+09:00,2024-11-17 20:48:30+09:00,913070,weekend,17.30-21.29,2,0.03,0.04,[2618616 1092271],66.76,4,0.92,residential,['residential' 'office_building'],0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,913070,weekend,21.30-23.59,1,0.0,0.0,[2618616],73.02,3,0.0,residential,['residential'],0
2024-10-16 00:28:40+09:00,2024-11-15 05:19:50+09:00,1425271,weekday,0-5.59,2,0.03,0.1,[2676559  238173],125.93,5,2.82,residential,['residential' 'food'],0
2024-10-16 07:19:30+09:00,2024-11-15 08:55:10+09:00,1425271,weekday,6-8.59,4,0.16,0.33,[2676559  559156   62735  173992],71.43,3,4.0,residential,['residential' 'store' 'office_building'],0
2024-10-16 09:00:00+09:00,2024-11-15 13:34:50+09:00,1425271,weekday,9-13.59,6,0.86,0.89,[2676559  160218  724943  559156  173992  238173],74.99,4,5.39,residential,['residential' 'unpopulated' 'store' 'office_building' 'food'],0
2024-10-16 14:29:10+09:00,2024-11-15 17:25:50+09:00,1425271,weekday,14-17.29,2,0.04,0.0,[2676559  153689],88.63,3,2.18,residential,['residential' 'park'],0
2024-10-17 17:30:00+09:00,2024-11-15 20:59:30+09:00,1425271,weekday,17.30-21.29,5,0.2,0.32,[2676559 2676577  212045  153689  238173],99.92,4,2.82,residential,['residential' 'healthcare' 'park' 'food'],0
2024-10-17 21:30:00+09:00,2024-11-15 22:37:10+09:00,1425271,weekday,21.30-23.59,2,0.04,0.22,[2676559  212045],69.19,3,2.44,residential,['residential' 'healthcare'],0
2024-10-19 00:00:00+09:00,2024-11-17 00:00:00+09:00,1425271,weekend,0-5.59,1,0.0,0.0,[2676559],192.7,4,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 06:00:00+09:00,1425271,weekend,6-8.59,1,0.0,0.0,[2676559],113.43,3,0.0,residential,['residential'],0
2024-10-19 09:00:00+09:00,2024-11-17 13:43:30+09:00,1425271,weekend,9-13.59,9,1.41,2.48,[2676559   74682  669794  893339  686826  153689  669445   90245  160218],111.52,4,16.06,residential,"['residential' 'office_building' 'food' 'store' 'unpopulated' 'park'
 'religious']",0
2024-10-19 14:00:00+09:00,2024-11-17 16:26:40+09:00,1425271,weekend,14-17.29,6,1.84,0.78,[2676559  669794  715625   90245 1091257  160218],86.8,3,16.06,residential,['residential' 'food' 'unpopulated' 'store'],0
2024-10-19 17:30:00+09:00,2024-11-17 21:28:20+09:00,1425271,weekend,17.30-21.29,4,2.79,0.31,[2676559  767010  669794 1091257],85.72,4,33.87,residential,['residential' 'store' 'food'],0
2024-10-19 21:30:00+09:00,2024-11-17 23:31:00+09:00,1425271,weekend,21.30-23.59,1,0.0,0.0,[2676559],69.13,3,0.0,residential,['residential'],0
2024-10-16 00:00:00+09:00,2024-11-15 00:00:00+09:00,1530271,weekday,0-5.59,1,0.0,0.0,[569730],136.31,5,0.0,education,['education'],0
2024-10-16 06:00:00+09:00,2024-11-15 06:00:00+09:00,1530271,weekday,6-8.59,3,0.23,0.77,[569730 890053 381103],117.45,3,9.37,education,['education' 'food' 'store'],0
2024-10-16 09:13:10+09:00,2024-11-15 09:00:00+09:00,1530271,weekday,9-13.59,9,0.69,1.4,[ 569730  818213  381103 1021877  715129  944450  890053 2099159  951420],101.05,4,14.75,education,['education' 'store' 'unpopulated' 'food' 'residential'],0
2024-10-16 14:00:00+09:00,2024-11-15 17:16:20+09:00,1530271,weekday,14-17.29,10,2.34,2.41,"[ 569730 1021877  152063  890053  944450  530749  389893  880718  818213
 1047004]",67.33,4,17.61,education,['education' 'unpopulated' 'store' 'food' 'office_building'],0
2024-10-16 17:30:00+09:00,2024-11-15 18:19:20+09:00,1530271,weekday,17.30-21.29,7,0.91,1.67,[ 569730  890053  402567  617258  389893  818213 1047004],114.83,4,11.17,education,['education' 'food' 'learning_facilities/tourism' 'store'],0
2024-10-16 21:30:00+09:00,2024-11-15 21:30:00+09:00,1530271,weekday,21.30-23.59,1,0.0,0.0,[569730],89.71,3,0.0,education,['education'],0
2024-10-19 00:00:00+09:00,2024-11-17 05:20:00+09:00,1530271,weekend,0-5.59,1,0.0,0.0,[569730],179.07,5,0.0,education,['education'],0
2024-10-19 06:25:50+09:00,2024-11-17 06:00:00+09:00,1530271,weekend,6-8.59,2,0.03,0.64,[569730 381103],93.13,4,0.96,education,['education' 'store'],0
2024-10-19 09:00:00+09:00,2024-11-17 13:40:00+09:00,1530271,weekend,9-13.59,3,0.27,0.88,[ 569730  381103 1047004],104.83,5,2.43,education,['education' 'store'],0
2024-10-19 15:18:40+09:00,2024-11-17 16:14:40+09:00,1530271,weekend,14-17.29,3,0.4,1.17,[ 569730  381103 1047004],82.63,4,2.43,education,['education' 'store'],0
2024-10-19 17:33:30+09:00,2024-11-17 19:43:10+09:00,1530271,weekend,17.30-21.29,3,1.04,1.77,[ 569730 1033723  890053],140.27,3,18.62,education,['education' 'store' 'food'],0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,1530271,weekend,21.30-23.59,1,0.0,0.0,[569730],82.92,3,0.0,education,['education'],0
2024-10-16 00:00:00+09:00,2024-11-15 04:38:00+09:00,802872,weekday,0-5.59,2,0.05,0.31,[912702 381183],204.88,4,4.42,office_building,['office_building'],0
2024-10-16 06:13:00+09:00,2024-11-15 08:53:30+09:00,802872,weekday,6-8.59,1,0.0,0.0,[912702],124.81,3,0.0,office_building,['office_building'],0
2024-10-16 09:00:00+09:00,2024-11-15 13:28:50+09:00,802872,weekday,9-13.59,7,0.38,1.79,[912702 381183 158813  83459 174341 942555   5543],142.94,4,4.42,office_building,['office_building' 'public_service' 'food' 'store' 'unpopulated'],0
2024-10-16 14:00:00+09:00,2024-11-15 16:49:50+09:00,802872,weekday,14-17.29,5,0.26,0.62,[158813 912702 381183 174341   5543],108.09,3,4.42,office_building,['public_service' 'office_building' 'store'],0
2024-10-16 17:30:00+09:00,2024-11-15 21:09:00+09:00,802872,weekday,17.30-21.29,4,0.55,1.44,[158813 912702  83459 381183],130.68,4,4.42,office_building,['public_service' 'office_building' 'food'],0
2024-10-16 22:30:20+09:00,2024-11-15 21:30:00+09:00,802872,weekday,21.30-23.59,2,0.17,0.21,[912702 381183],95.91,3,4.42,office_building,['office_building'],0
2024-10-19 00:00:00+09:00,2024-11-17 00:00:00+09:00,802872,weekend,0-5.59,1,0.0,0.0,[912702],262.43,3,0.0,office_building,['office_building'],0
2024-10-19 06:00:00+09:00,2024-11-17 06:00:00+09:00,802872,weekend,6-8.59,1,0.0,0.0,[912702],138.9,2,0.0,office_building,['office_building'],0
2024-10-19 09:00:00+09:00,2024-11-17 12:50:00+09:00,802872,weekend,9-13.59,2,0.19,2.32,[912702 158813],170.45,4,3.11,office_building,['office_building' 'public_service'],0
2024-10-19 14:00:00+09:00,2024-11-17 15:03:00+09:00,802872,weekend,14-17.29,4,0.5,2.64,[912702 158813  83459 381183],122.28,3,4.42,office_building,['office_building' 'public_service' 'food'],0
2024-10-19 17:30:00+09:00,2024-11-17 21:09:10+09:00,802872,weekend,17.30-21.29,3,0.49,2.01,[ 83459 381183 912702],120.93,3,4.42,office_building,['food' 'office_building'],0
2024-10-19 21:51:30+09:00,2024-11-17 23:37:20+09:00,802872,weekend,21.30-23.59,2,0.18,0.0,[912702 381183],95.57,3,4.42,office_building,['office_building'],0
2024-10-16 00:00:10+09:00,2024-11-15 04:01:00+09:00,867072,weekday,0-5.59,2,0.57,1.11,[3469677 1037626],210.25,4,10.22,residential,['residential' 'office_building'],0
2024-10-16 06:00:00+09:00,2024-11-15 07:27:40+09:00,867072,weekday,6-8.59,3,6.21,3.09,[1037626 3469677  166986],77.1,3,10.22,office_building,['office_building' 'residential' 'store'],0
2024-10-16 09:00:00+09:00,2024-11-15 09:33:00+09:00,867072,weekday,9-13.59,5,8.79,1.1,[3469677 1037626 3386408  166986  905072],126.72,4,10.22,office_building,['residential' 'office_building' 'store'],0
2024-10-16 14:00:00+09:00,2024-11-15 14:00:00+09:00,867072,weekday,14-17.29,2,9.08,1.81,[1037626 3469677],128.05,3,10.22,office_building,['office_building' 'residential'],0
2024-10-16 17:30:50+09:00,2024-11-15 17:30:00+09:00,867072,weekday,17.30-21.29,2,4.02,3.36,[1037626 3469677],99.08,3,10.22,residential,['office_building' 'residential'],0
2024-10-17 21:30:00+09:00,2024-11-15 23:33:30+09:00,867072,weekday,21.30-23.59,1,0.0,0.0,[3469677],107.6,3,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 05:47:50+09:00,867072,weekend,0-5.59,2,1.09,2.43,[3469677 1037626],195.78,4,10.22,residential,['residential' 'office_building'],0
2024-10-19 06:00:00+09:00,2024-11-17 06:32:50+09:00,867072,weekend,6-8.59,3,3.06,1.79,[3469677 1037626  475287],90.19,3,13.2,residential,['residential' 'office_building' 'manufacturing'],0
2024-10-19 09:00:00+09:00,2024-11-17 09:00:00+09:00,867072,weekend,9-13.59,6,5.8,3.68,[1037626 3469677  756013  493670  475287  226161],175.55,3,13.2,office_building,['office_building' 'residential' 'food' 'store' 'manufacturing'],0
2024-10-19 14:00:00+09:00,2024-11-17 17:15:50+09:00,867072,weekend,14-17.29,5,1.6,2.52,[3469677  493670 1037626   86636  226161],134.09,3,10.9,residential,['residential' 'store' 'office_building' 'unpopulated' 'food'],0
2024-10-19 17:30:00+09:00,2024-11-17 20:42:30+09:00,867072,weekend,17.30-21.29,4,0.38,1.04,[3469677   86636  181148  312157],75.47,3,8.52,residential,['residential' 'unpopulated' 'food' 'office_building'],0
2024-10-20 21:30:00+09:00,2024-11-17 23:14:30+09:00,867072,weekend,21.30-23.59,1,0.0,0.0,[3469677],95.54,3,0.0,residential,['residential'],0
2024-10-16 00:42:30+09:00,2024-11-15 05:25:00+09:00,1132573,weekday,0-5.59,1,0.0,0.0,[2761155],106.73,5,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 07:51:20+09:00,1132573,weekday,6-8.59,2,0.14,0.44,[2761155  235827],40.0,3,3.52,residential,['residential' 'unpopulated'],0
2024-10-16 09:00:00+09:00,2024-11-15 13:52:50+09:00,1132573,weekday,9-13.59,3,2.15,0.83,[2761155  235827  869144],77.49,4,3.52,unpopulated,['residential' 'unpopulated' 'office_building'],0
2024-10-16 14:00:00+09:00,2024-11-15 14:37:20+09:00,1132573,weekday,14-17.29,5,1.88,1.02,[2761155  235827  869144  646873  262765],69.8,3,6.93,residential,['residential' 'unpopulated' 'office_building' 'store'],0
2024-10-16 17:59:10+09:00,2024-11-15 18:18:00+09:00,1132573,weekday,17.30-21.29,4,0.69,0.0,[2761155  480641  646873  262765],79.87,3,6.93,residential,['residential' 'food' 'store'],0
2024-10-16 22:17:50+09:00,2024-11-15 21:30:00+09:00,1132573,weekday,21.30-23.59,1,0.0,0.0,[2761155],49.6,3,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 04:26:20+09:00,1132573,weekend,0-5.59,1,0.0,0.0,[2761155],63.92,5,0.0,residential,['residential'],0
2024-10-19 06:15:40+09:00,2024-11-17 06:08:10+09:00,1132573,weekend,6-8.59,2,0.18,0.21,[2761155  235827],49.89,3,3.52,residential,['residential' 'unpopulated'],0
2024-10-19 09:12:30+09:00,2024-11-17 13:01:10+09:00,1132573,weekend,9-13.59,3,2.88,0.58,[ 235827 2761155  357797],116.65,4,3.52,unpopulated,['unpopulated' 'residential' 'store'],0
2024-10-19 14:00:00+09:00,2024-11-17 16:52:50+09:00,1132573,weekend,14-17.29,3,2.72,1.58,[ 235827 2761155  262765],108.81,3,3.52,unpopulated,['unpopulated' 'residential' 'store'],0
2024-10-19 18:07:30+09:00,2024-11-17 20:32:00+09:00,1132573,weekend,17.30-21.29,2,0.07,0.0,[2761155  262765],76.3,3,0.44,residential,['residential' 'store'],0
2024-10-19 21:41:00+09:00,2024-11-17 23:07:40+09:00,1132573,weekend,21.30-23.59,2,0.02,0.02,[2761155  262765],36.07,3,0.44,residential,['residential' 'store'],0
2024-10-16 01:26:20+09:00,2024-11-15 00:18:40+09:00,801474,weekday,0-5.59,2,0.2,0.57,[3960865 3793088],179.33,5,3.46,residential,['residential'],0
2024-10-16 07:24:10+09:00,2024-11-15 08:01:30+09:00,801474,weekday,6-8.59,3,1.16,1.74,[3793088 3960865  292290],89.09,3,3.68,residential,['residential' 'food'],0
2024-10-16 09:00:00+09:00,2024-11-15 13:45:20+09:00,801474,weekday,9-13.59,6,2.0,2.31,[3793088  292290 3960865  747387  452716  910842],128.29,4,3.68,residential,['residential' 'food' 'unpopulated' 'rail' 'education'],0
2024-10-16 14:00:00+09:00,2024-11-15 17:16:50+09:00,801474,weekday,14-17.29,4,1.89,3.23,[3793088 3960865  747387  910842],108.08,4,3.46,residential,['residential' 'unpopulated' 'education'],0
2024-10-16 17:37:20+09:00,2024-11-15 21:11:10+09:00,801474,weekday,17.30-21.29,5,0.54,2.49,[3793088 3960865  747387  292290 3924077],141.78,3,3.83,residential,['residential' 'unpopulated' 'food'],0
2024-10-16 21:30:00+09:00,2024-11-15 23:43:50+09:00,801474,weekday,21.30-23.59,1,0.0,0.0,[3960865],112.3,2,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 00:00:00+09:00,801474,weekend,0-5.59,2,0.12,0.91,[3960865 3793088],255.48,3,3.46,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 06:00:00+09:00,801474,weekend,6-8.59,2,0.64,0.34,[3960865 3793088],108.45,3,3.46,residential,['residential'],0
2024-10-19 09:00:00+09:00,2024-11-17 09:00:00+09:00,801474,weekend,9-13.59,4,1.72,2.32,[3960865   83383 3793088  970404],162.92,4,13.47,residential,['residential' 'office_building' 'unpopulated'],0
2024-10-19 14:00:00+09:00,2024-11-17 14:00:00+09:00,801474,weekend,14-17.29,3,0.63,0.92,[3960865  747387  970404],125.2,3,13.47,residential,['residential' 'unpopulated'],0
2024-10-19 17:30:00+09:00,2024-11-17 17:30:00+09:00,801474,weekend,17.30-21.29,3,1.02,2.58,[3960865  747387  970404],165.6,2,13.47,residential,['residential' 'unpopulated'],0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,801474,weekend,21.30-23.59,1,0.0,0.0,[3960865],119.7,2,0.0,residential,['residential'],0
2024-10-16 00:00:00+09:00,2024-11-15 00:00:00+09:00,1037774,weekday,0-5.59,1,0.0,0.0,[3724580],276.65,3,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 06:00:00+09:00,1037774,weekday,6-8.59,2,0.09,0.65,[3724580  155068],163.77,2,2.79,residential,['residential' 'religious'],0
2024-10-16 09:00:00+09:00,2024-11-15 09:00:00+09:00,1037774,weekday,9-13.59,3,0.38,1.84,[3724580  155068  905412],248.5,2,2.99,residential,['residential' 'religious' 'sports'],0
2024-10-16 14:00:00+09:00,2024-11-15 17:19:10+09:00,1037774,weekday,14-17.29,5,2.26,1.32,[ 155068 3724580  905412  831320  938491],142.51,3,36.16,residential,['religious' 'residential' 'sports' 'food'],0
2024-10-17 17:30:00+09:00,2024-11-15 20:48:10+09:00,1037774,weekday,17.30-21.29,3,0.1,0.8,[3724580  905412  155068],160.71,3,2.99,residential,['residential' 'sports' 'religious'],0
2024-10-16 22:04:40+09:00,2024-11-15 22:53:40+09:00,1037774,weekday,21.30-23.59,2,0.07,0.53,[3724580  155068],117.91,2,2.79,residential,['residential' 'religious'],0
2024-10-19 00:00:00+09:00,2024-11-17 05:59:50+09:00,1037774,weekend,0-5.59,1,0.0,0.0,[3724580],250.78,3,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-17 08:43:50+09:00,1037774,weekend,6-8.59,1,0.0,0.0,[3724580],119.3,3,0.0,residential,['residential'],0
2024-10-19 09:00:00+09:00,2024-11-17 13:54:10+09:00,1037774,weekend,9-13.59,3,0.35,2.35,[3724580   81036  820306],206.37,3,2.44,residential,['residential' 'unpopulated' 'store'],0
2024-10-19 14:00:00+09:00,2024-11-17 16:40:20+09:00,1037774,weekend,14-17.29,5,0.38,3.21,[  81036 3724580  155068  820306   97670],126.32,3,2.79,residential,['unpopulated' 'residential' 'religious' 'store'],0
2024-10-19 17:30:00+09:00,2024-11-17 19:57:40+09:00,1037774,weekend,17.30-21.29,4,0.18,1.1,[3724580  820306   14101   97670],111.85,3,3.62,residential,['residential' 'store' 'food'],0
2024-10-20 21:30:00+09:00,2024-11-17 22:44:30+09:00,1037774,weekend,21.30-23.59,1,0.0,0.0,[3724580],84.46,3,0.0,residential,['residential'],0
2024-10-16 00:00:10+09:00,2024-11-15 00:00:00+09:00,1108574,weekday,0-5.59,1,0.0,0.0,[2611530],217.81,4,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 08:44:20+09:00,1108574,weekday,6-8.59,4,0.77,2.92,[2611530  824971  902285  605992],82.36,3,2.13,education,['residential' 'office_building' 'education' 'food'],0
2024-10-16 09:02:30+09:00,2024-11-15 13:27:10+09:00,1108574,weekday,9-13.59,3,1.24,0.0,[824971 902285 605992],177.05,4,2.13,education,['office_building' 'education' 'food'],0
2024-10-16 14:00:00+09:00,2024-11-15 16:06:40+09:00,1108574,weekday,14-17.29,4,1.08,1.3,[ 824971 2611530  902285  605992],133.65,3,2.13,education,['office_building' 'residential' 'education' 'food'],0
2024-10-16 17:30:00+09:00,2024-11-15 19:13:20+09:00,1108574,weekday,17.30-21.29,3,0.24,1.26,[ 824971 2611530  902285],97.9,4,2.13,residential,['office_building' 'residential' 'education'],0
2024-10-16 21:30:00+09:00,2024-11-15 23:43:00+09:00,1108574,weekday,21.30-23.59,1,0.0,0.0,[2611530],102.31,2,0.0,residential,['residential'],0
2024-10-19 00:00:00+09:00,2024-11-17 05:31:10+09:00,1108574,weekend,0-5.59,1,0.0,0.0,[2611530],175.07,5,0.0,residential,['residential'],0
2024-10-19 06:00:00+09:00,2024-11-16 07:33:10+09:00,1108574,weekend,6-8.59,4,0.28,1.77,[2611530  902285 2410717  824971],105.83,3,2.56,residential,['residential' 'education' 'office_building'],0
2024-10-19 09:08:50+09:00,2024-11-17 13:34:10+09:00,1108574,weekend,9-13.59,5,1.29,2.68,[ 902285 2611530 2410717  206063  824971],190.68,4,3.51,education,['education' 'residential' 'outdoor_recreation' 'office_building'],0
2024-10-19 14:00:00+09:00,2024-11-17 15:46:00+09:00,1108574,weekend,14-17.29,5,1.67,3.56,[ 902285 2611530  824971 2410717  206063],132.15,3,3.51,education,['education' 'residential' 'office_building' 'outdoor_recreation'],0
2024-10-19 17:32:20+09:00,2024-11-17 18:23:30+09:00,1108574,weekend,17.30-21.29,6,0.68,3.95,[2611530  824971  206063  139305 2410717  902285],166.92,3,5.72,residential,"['residential' 'office_building' 'outdoor_recreation' 'unpopulated'
 'education']",0
2024-10-19 21:30:00+09:00,2024-11-17 21:30:00+09:00,1108574,weekend,21.30-23.59,2,0.13,0.79,[2611530 2410717],112.8,2,2.56,residential,['residential'],0
2024-10-16 00:00:00+09:00,2024-11-15 05:47:50+09:00,1178374,weekday,0-5.59,1,0.0,0.0,[1168544],246.92,4,0.0,residential,['residential'],0
2024-10-16 06:00:00+09:00,2024-11-15 08:48:30+09:00,1178374,weekday,6-8.59,3,2.19,2.23,[1168544  336770  784927],127.21,3,32.62,residential,['residential' 'store' 'education'],0
2024-10-16 09:00:00+09:00,2024-11-15 09:00:00+09:00,1178374,weekday,9-13.59,9,3.97,3.64,[1168544  664736  883111  336770  536799   86365  976535  629900  784927],193.14,3,32.62,residential,['residential' 'healthcare' 'store' 'food' 'education'],0
2024-10-16 14:00:00+09:00,2024-11-15 17:23:50+09:00,1178374,weekday,14-17.29,6,4.03,3.94,[1168544   86365  883111  976535  784927  194893],115.08,3,32.62,residential,['residential' 'education' 'store'],0
2024-10-16 17:30:00+09:00,2024-11-15 21:01:00+09:00,1178374,weekday,17.30-21.29,6,0.49,1.62,[1168544   86365  883111 3968312  976535  194893],145.79,3,3.44,residential,['residential' 'education' 'store'],0
